target_id,enemy_id,enemy_archetype,specific_focus,unique_cue,avoid_repeat_note,composition_summary_token,depth_archetype
Echo,Shion,ダイブ経路と帰り道で勝負する機動敵,シオンのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,シオンがダイブした直後より、離脱方向が決まった瞬間を狙う。,シオンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→シオン:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Echo,Sombra,ダイブ経路と帰り道で勝負する機動敵,ソンブラのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,ソンブラがダイブした直後より、離脱方向が決まった瞬間を狙う。,ソンブラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ソンブラ:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Echo,Tracer,ダイブ経路と帰り道で勝負する機動敵,トレーサーのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,トレーサーがダイブした直後より、離脱方向が決まった瞬間を狙う。,トレーサーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→トレーサー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Echo,Venture,ダイブ経路と帰り道で勝負する機動敵,ベンチャーのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,ベンチャーがダイブした直後より、離脱方向が決まった瞬間を狙う。,ベンチャーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ベンチャー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Echo,Reaper,ダイブ経路と帰り道で勝負する機動敵,リーパーのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,リーパーがダイブした直後より、離脱方向が決まった瞬間を狙う。,リーパーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→リーパー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Echo,Vendetta,ダイブ経路と帰り道で勝負する機動敵,ヴェンデッタのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,ヴェンデッタがダイブした直後より、離脱方向が決まった瞬間を狙う。,ヴェンデッタへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ヴェンデッタ:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Echo,Echo,ダイブ経路と帰り道で勝負する機動敵,エコーのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,エコーがダイブした直後より、離脱方向が決まった瞬間を狙う。,エコーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→エコー:ダイブ経路と帰り道で勝負する機動敵,高度・着地・支援線を分ける空中敵
Echo,Pharah,ダイブ経路と帰り道で勝負する機動敵,ファラのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,ファラがダイブした直後より、離脱方向が決まった瞬間を狙う。,ファラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ファラ:ダイブ経路と帰り道で勝負する機動敵,高度・着地・支援線を分ける空中敵
Echo,Symmetra,通路と退路を制限する設置・範囲敵,シンメトラの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,シンメトラの設置・範囲圧を越えて追わず、通路を変えて撃つ。,シンメトラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→シンメトラ:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Echo,Junkrat,通路と退路を制限する設置・範囲敵,ジャンクラットの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,ジャンクラットの設置・範囲圧を越えて追わず、通路を変えて撃つ。,ジャンクラットへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ジャンクラット:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Echo,Torbjörn,スキル交換で有利不利が変わる敵,トールビョーンの主要スキルを見てから1回のピークし、フライトで次の位置へ戻る。,トールビョーンの主要スキル後にだけ前へ出て、失敗したらフライトを退路に使う。,トールビョーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→トールビョーン:スキル交換で有利不利が変わる敵,通路と設置物で退路を制限する敵
Echo,Bastion,長射線で先に体力差を作る敵,バスティオンの正面射線を避け、味方が視線を引いた瞬間に高低差と瀕死回収を差し込む。,バスティオンの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,バスティオンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→バスティオン:長射線で先に体力差を作る敵,通路と設置物で退路を制限する敵
Echo,Mei,通路と退路を制限する設置・範囲敵,メイの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,メイの設置・範囲圧を越えて追わず、通路を変えて撃つ。,メイへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→メイ:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Echo,Illari,救助・回復でキルタイミングを遅らせる敵,イラリーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,イラリーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらイラリーの次の回復・救助タイミングを狙う。,イラリーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→イラリー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Jetpack Cat,ダイブ経路と帰り道で勝負する機動敵,ジェットパック・キャットのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,ジェットパック・キャットがダイブした直後より、離脱方向が決まった瞬間を狙う。,ジェットパック・キャットへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ジェットパック・キャット:ダイブ経路と帰り道で勝負する機動敵,支援線を切ると崩れるサポート
Echo,Juno,ダイブ経路と帰り道で勝負する機動敵,ジュノのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,ジュノがダイブした直後より、離脱方向が決まった瞬間を狙う。,ジュノへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ジュノ:ダイブ経路と帰り道で勝負する機動敵,支援線を切ると崩れるサポート
Echo,Baptiste,救助・回復でキルタイミングを遅らせる敵,バティストの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,バティストが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらバティストの次の回復・救助タイミングを狙う。,バティストへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→バティスト:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Mercy,救助・回復でキルタイミングを遅らせる敵,マーシーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,マーシーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらマーシーの次の回復・救助タイミングを狙う。,マーシーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→マーシー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Lifeweaver,救助・回復でキルタイミングを遅らせる敵,ライフウィーバーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ライフウィーバーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらライフウィーバーの次の回復・救助タイミングを狙う。,ライフウィーバーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ライフウィーバー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Kiriko,救助・回復でキルタイミングを遅らせる敵,キリコの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,キリコが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらキリコの次の回復・救助タイミングを狙う。,キリコへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→キリコ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Brigitte,救助・回復でキルタイミングを遅らせる敵,ブリギッテの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ブリギッテが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらブリギッテの次の回復・救助タイミングを狙う。,ブリギッテへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ブリギッテ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Moira,救助・回復でキルタイミングを遅らせる敵,モイラの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,モイラが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらモイラの次の回復・救助タイミングを狙う。,モイラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→モイラ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Lúcio,ダイブ経路と帰り道で勝負する機動敵,ルシオのダイブ経路ではなく帰り道に照準を置き、フォーカス・ビームを硬直後へ残す。,ルシオがダイブした直後より、離脱方向が決まった瞬間を狙う。,ルシオへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ルシオ:ダイブ経路と帰り道で勝負する機動敵,支援線を切ると崩れるサポート
Echo,Ana,救助・回復でキルタイミングを遅らせる敵,アナの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,アナが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらアナの次の回復・救助タイミングを狙う。,アナへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→アナ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Wuyang,救助・回復でキルタイミングを遅らせる敵,ウーヤンの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ウーヤンが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらウーヤンの次の回復・救助タイミングを狙う。,ウーヤンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ウーヤン:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Echo,Zenyatta,長射線で先に体力差を作る敵,ゼニヤッタの正面射線を避け、味方が視線を引いた瞬間に高低差と瀕死回収を差し込む。,ゼニヤッタの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ゼニヤッタへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ゼニヤッタ:長射線で先に体力差を作る敵,支援線を切ると崩れるサポート
Echo,Mizuki,救助・回復でキルタイミングを遅らせる敵,ミズキの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ミズキが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらミズキの次の回復・救助タイミングを狙う。,ミズキへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エコーのトライ・ショットとフォーカス・ビームとフライトの使い道を混同しない。,エコー→ミズキ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Emre,D.Va,ダイブ経路と帰り道で勝負する機動敵,D.Vaのダイブ経路ではなく帰り道に照準を置き、サイバー・フラグ後の追撃を硬直後へ残す。,D.Vaがダイブした直後より、離脱方向が決まった瞬間を狙う。,D.Vaへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→D.Va:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Emre,Winston,ダイブ経路と帰り道で勝負する機動敵,ウィンストンのダイブ経路ではなく帰り道に照準を置き、サイバー・フラグ後の追撃を硬直後へ残す。,ウィンストンがダイブした直後より、離脱方向が決まった瞬間を狙う。,ウィンストンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ウィンストン:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Emre,Doomfist,ダイブ経路と帰り道で勝負する機動敵,ドゥームフィストのダイブ経路ではなく帰り道に照準を置き、サイバー・フラグ後の追撃を硬直後へ残す。,ドゥームフィストがダイブした直後より、離脱方向が決まった瞬間を狙う。,ドゥームフィストへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ドゥームフィスト:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Emre,Hazard,ダイブ経路と帰り道で勝負する機動敵,ハザードのダイブ経路ではなく帰り道に照準を置き、サイバー・フラグ後の追撃を硬直後へ残す。,ハザードがダイブした直後より、離脱方向が決まった瞬間を狙う。,ハザードへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ハザード:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Emre,Wrecking Ball,ダイブ経路と帰り道で勝負する機動敵,レッキング・ボールのダイブ経路ではなく帰り道に照準を置き、サイバー・フラグ後の追撃を硬直後へ残す。,レッキング・ボールがダイブした直後より、離脱方向が決まった瞬間を狙う。,レッキング・ボールへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→レッキング・ボール:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Emre,Zarya,正面時間を長くする高耐久敵,ザリアを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ザリアが防御を使った直後は、背後のダメージかサポートへ切り替える。,ザリアへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ザリア:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Junker Queen,正面時間を長くする高耐久敵,ジャンカー・クイーンを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ジャンカー・クイーンが防御を使った直後は、背後のダメージかサポートへ切り替える。,ジャンカー・クイーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ジャンカー・クイーン:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Domina,正面時間を長くする高耐久敵,ドミナを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ドミナが防御を使った直後は、背後のダメージかサポートへ切り替える。,ドミナへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ドミナ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Mauga,正面時間を長くする高耐久敵,マウガを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,マウガが防御を使った直後は、背後のダメージかサポートへ切り替える。,マウガへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→マウガ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Ramattra,正面時間を長くする高耐久敵,ラマットラを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ラマットラが防御を使った直後は、背後のダメージかサポートへ切り替える。,ラマットラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ラマットラ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Roadhog,正面時間を長くする高耐久敵,ロードホッグを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ロードホッグが防御を使った直後は、背後のダメージかサポートへ切り替える。,ロードホッグへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ロードホッグ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Orisa,正面時間を長くする高耐久敵,オリーサを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,オリーサが防御を使った直後は、背後のダメージかサポートへ切り替える。,オリーサへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→オリーサ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Sigma,長射線で先に体力差を作る敵,シグマの正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,シグマの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,シグマへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→シグマ:長射線で先に体力差を作る敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Reinhardt,正面時間を長くする高耐久敵,ラインハルトを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ラインハルトが防御を使った直後は、背後のダメージかサポートへ切り替える。,ラインハルトへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ラインハルト:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Emre,Ashe,長射線で先に体力差を作る敵,アッシュの正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,アッシュの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,アッシュへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→アッシュ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Emre,Widowmaker,長射線で先に体力差を作る敵,ウィドウメイカーの正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,ウィドウメイカーの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ウィドウメイカーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ウィドウメイカー:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Emre,Emre,長射線で先に体力差を作る敵,エムレの正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,エムレの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,エムレへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→エムレ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Emre,Cassidy,長射線で先に体力差を作る敵,キャスディの正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,キャスディの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,キャスディへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→キャスディ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Emre,Sojourn,長射線で先に体力差を作る敵,ソジョーンの正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,ソジョーンの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ソジョーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ソジョーン:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Emre,Soldier: 76,長射線で先に体力差を作る敵,ソルジャー76の正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,ソルジャー76の照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ソルジャー76への説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ソルジャー76:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Emre,Hanzo,長射線で先に体力差を作る敵,ハンゾーの正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,ハンゾーの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ハンゾーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→ハンゾー:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Emre,Freja,長射線で先に体力差を作る敵,フレイヤの正面射線を避け、味方が視線を引いた瞬間に中距離バーストを差し込む。,フレイヤの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,フレイヤへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→フレイヤ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Emre,Anran,ダイブ経路と帰り道で勝負する機動敵,アンランのダイブ経路ではなく帰り道に照準を置き、サイバー・フラグ後の追撃を硬直後へ残す。,アンランがダイブした直後より、離脱方向が決まった瞬間を狙う。,アンランへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、エムレの中距離射撃とサイバー・フラグと機動スキルの使い道を混同しない。,エムレ→アンラン:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
