target_id,enemy_id,review_pattern,wave_goal,review_question,success_signal,mistake_signal,next_adjustment,vod_marker,micro_drill,source_first_check
Junkrat,Sombra,再突入確認,ソンブラの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「ソンブラの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ソンブラが移動スキルを切った直後にフラグ・ランチャーとコンカッション・マインを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、コンカッション・マインで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,ソンブラを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へコンカッション・マインを残す。,ソンブラを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではソンブラを倒すことより、確認、攻撃、退避の順番を崩さない。,ソンブラの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。
Junkrat,Tracer,再突入確認,トレーサーの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「トレーサーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,トレーサーが移動スキルを切った直後にフラグ・ランチャーとコンカッション・マインを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、コンカッション・マインで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,トレーサーを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へコンカッション・マインを残す。,トレーサーを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではトレーサーを倒すことより、確認、攻撃、退避の順番を崩さない。,トレーサーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。
Junkrat,Venture,再突入確認,ベンチャーの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「ベンチャーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ベンチャーが移動スキルを切った直後にフラグ・ランチャーとコンカッション・マインを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、コンカッション・マインで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,ベンチャーを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へコンカッション・マインを残す。,ベンチャーを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではベンチャーを倒すことより、確認、攻撃、退避の順番を崩さない。,ベンチャーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。
Junkrat,Reaper,再突入確認,リーパーの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「リーパーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,リーパーが移動スキルを切った直後にフラグ・ランチャーとコンカッション・マインを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、コンカッション・マインで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,リーパーを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へコンカッション・マインを残す。,リーパーを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではリーパーを倒すことより、確認、攻撃、退避の順番を崩さない。,リーパーの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。
Junkrat,Vendetta,再突入確認,ヴェンデッタの初回接近ではなく、帰り道と再突入のダイブ経路を見て2回目を止める。,この試合で「ヴェンデッタの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ヴェンデッタが移動スキルを切った直後にフラグ・ランチャーとコンカッション・マインを硬直に合わせ、倒し切れない時は追わない。 次に追撃で味方から離れず、コンカッション・マインで元の遮蔽へ戻る。倒し切れない時は次の再突入を待ち、同じ通路を追わない。できていれば成功。,ヴェンデッタを深追いして味方から離れ、次の接近を味方サポートに通してしまう。,次の試合では初回接近を移動スキル使用直後の硬直を狙い、逃げ道へコンカッション・マインを残す。,ヴェンデッタを追った距離、味方サポートとの距離、再突入時に照準が置けていたかを確認する。,次の試合ではヴェンデッタを倒すことより、確認、攻撃、退避の順番を崩さない。,ヴェンデッタの初回接近だけを見ず、帰り道・再突入のダイブ経路・味方サポートへの距離を先に置き照準で管理する。
Junkrat,Echo,空中圧確認,エコーを空中で追い続けず、着地・高度低下・支援線の切れ目だけを撃つ。,この試合で「エコーを空中で長く追い続けず、高度が落ちる地点・着地先・支援線を先に決める。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,エコーがブーストや高度維持を使った直後、着地先が限定された瞬間へフラグ・ランチャーとコンカッション・マインを集中する。 次に見上げ続けて地上の圧を失わず、コンカッション・マインで遮蔽へ戻って次の着地だけを見る。できていれば成功。,見上げ続けて地上のダイブ経路や味方後衛への圧を見落とす。,次の試合ではエコーの着地先を先に決め、落ちる瞬間だけコンカッション・マインを合わせる。,エコーを撃った時の高度、着地先、自分が地上を見失った秒数を確認する。,次の試合ではエコーを倒すことより、確認、攻撃、退避の順番を崩さない。,エコーを空中で長く追い続けず、高度が落ちる地点・着地先・支援線を先に決める。
Junkrat,Pharah,空中圧確認,ファラを空中で追い続けず、着地・高度低下・支援線の切れ目だけを撃つ。,この試合で「ファラを空中で長く追い続けず、高度が落ちる地点・着地先・支援線を先に決める。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ファラがブーストや高度維持を使った直後、着地先が限定された瞬間へフラグ・ランチャーとコンカッション・マインを集中する。 次に見上げ続けて地上の圧を失わず、コンカッション・マインで遮蔽へ戻って次の着地だけを見る。できていれば成功。,見上げ続けて地上のダイブ経路や味方後衛への圧を見落とす。,次の試合ではファラの着地先を先に決め、落ちる瞬間だけコンカッション・マインを合わせる。,ファラを撃った時の高度、着地先、自分が地上を見失った秒数を確認する。,次の試合ではファラを倒すことより、確認、攻撃、退避の順番を崩さない。,ファラを空中で長く追い続けず、高度が落ちる地点・着地先・支援線を先に決める。
Junkrat,Symmetra,通路整理,シンメトラの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「シンメトラの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけフラグ・ランチャーとコンカッション・マインを使う。 次に範囲内で粘らず、コンカッション・マインで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけコンカッション・マインを使う。,シンメトラの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではシンメトラを倒すことより、確認、攻撃、退避の順番を崩さない。,シンメトラの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。
Junkrat,Junkrat,通路整理,ジャンクラットの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「ジャンクラットの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけフラグ・ランチャーとコンカッション・マインを使う。 次に範囲内で粘らず、コンカッション・マインで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけコンカッション・マインを使う。,ジャンクラットの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではジャンクラットを倒すことより、確認、攻撃、退避の順番を崩さない。,ジャンクラットの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。
Junkrat,Torbjörn,通路整理,トールビョーンの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「トールビョーンの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけフラグ・ランチャーとコンカッション・マインを使う。 次に範囲内で粘らず、コンカッション・マインで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけコンカッション・マインを使う。,トールビョーンの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではトールビョーンを倒すことより、確認、攻撃、退避の順番を崩さない。,トールビョーンの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。
Junkrat,Bastion,通路整理,バスティオンの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「バスティオンの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけフラグ・ランチャーとコンカッション・マインを使う。 次に範囲内で粘らず、コンカッション・マインで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけコンカッション・マインを使う。,バスティオンの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではバスティオンを倒すことより、確認、攻撃、退避の順番を崩さない。,バスティオンの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。
Junkrat,Mei,通路整理,メイの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「メイの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけフラグ・ランチャーとコンカッション・マインを使う。 次に範囲内で粘らず、コンカッション・マインで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけコンカッション・マインを使う。,メイの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではメイを倒すことより、確認、攻撃、退避の順番を崩さない。,メイの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。
Junkrat,Illari,救助確認,イラリー本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「イラリー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,イラリーの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,イラリーだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではイラリーの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,イラリーが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではイラリーを倒すことより、確認、攻撃、退避の順番を崩さない。,イラリー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Jetpack Cat,支援線管理,ジェットパック・キャット本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ジェットパック・キャット本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ジェットパック・キャットの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ジェットパック・キャットだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではジェットパック・キャットの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,ジェットパック・キャットが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではジェットパック・キャットを倒すことより、確認、攻撃、退避の順番を崩さない。,ジェットパック・キャット本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Juno,支援線管理,ジュノ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ジュノ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ジュノの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ジュノだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではジュノの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,ジュノが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではジュノを倒すことより、確認、攻撃、退避の順番を崩さない。,ジュノ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Baptiste,救助確認,バティスト本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「バティスト本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,バティストの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,バティストだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではバティストの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,バティストが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではバティストを倒すことより、確認、攻撃、退避の順番を崩さない。,バティスト本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Mercy,救助確認,マーシー本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「マーシー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,マーシーの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,マーシーだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではマーシーの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,マーシーが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではマーシーを倒すことより、確認、攻撃、退避の順番を崩さない。,マーシー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Lifeweaver,救助確認,ライフウィーバー本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ライフウィーバー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ライフウィーバーの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ライフウィーバーだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではライフウィーバーの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,ライフウィーバーが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではライフウィーバーを倒すことより、確認、攻撃、退避の順番を崩さない。,ライフウィーバー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Kiriko,救助確認,キリコ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「キリコ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,キリコの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,キリコだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではキリコの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,キリコが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではキリコを倒すことより、確認、攻撃、退避の順番を崩さない。,キリコ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Brigitte,救助確認,ブリギッテ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ブリギッテ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ブリギッテの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ブリギッテだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではブリギッテの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,ブリギッテが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではブリギッテを倒すことより、確認、攻撃、退避の順番を崩さない。,ブリギッテ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Moira,救助確認,モイラ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「モイラ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,モイラの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,モイラだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではモイラの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,モイラが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではモイラを倒すことより、確認、攻撃、退避の順番を崩さない。,モイラ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Lúcio,支援線管理,ルシオ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ルシオ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ルシオの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ルシオだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではルシオの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,ルシオが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではルシオを倒すことより、確認、攻撃、退避の順番を崩さない。,ルシオ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Ana,救助確認,アナ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「アナ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,アナの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,アナだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではアナの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,アナが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではアナを倒すことより、確認、攻撃、退避の順番を崩さない。,アナ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Wuyang,救助確認,ウーヤン本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ウーヤン本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ウーヤンの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ウーヤンだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではウーヤンの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,ウーヤンが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではウーヤンを倒すことより、確認、攻撃、退避の順番を崩さない。,ウーヤン本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Zenyatta,支援線管理,ゼニヤッタ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ゼニヤッタ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ゼニヤッタの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ゼニヤッタだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではゼニヤッタの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,ゼニヤッタが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではゼニヤッタを倒すことより、確認、攻撃、退避の順番を崩さない。,ゼニヤッタ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Junkrat,Mizuki,救助確認,ミズキ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ミズキ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ミズキの救助・回復スキルを先に使わせ、直後に守られていない敵へフラグ・ランチャーとコンカッション・マインを合わせる。 次は救助スキル使用後に深追いせず、コンカッション・マインで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ミズキだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではミズキの救助を確認した直後、守られていない敵へコンカッション・マインを使う。,ミズキが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではミズキを倒すことより、確認、攻撃、退避の順番を崩さない。,ミズキ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。
Pharah,D.Va,接近管理,D.Vaのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「D.Vaのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,D.Vaが防御スキルを見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へロケット・ランチャーとコンカッシブ・ブラストを合わせる。 次に削った後はジャンプ・ジェットで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,D.Vaを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へロケット直撃と爆風を残す。,D.Vaが入った瞬間、味方サポートの体力、ジャンプ・ジェットを使った位置を停止して確認する。,次の試合ではD.Vaを倒すことより、確認、攻撃、退避の順番を崩さない。,D.Vaのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。
Pharah,Winston,接近管理,ウィンストンのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「ウィンストンのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ウィンストンが防御スキルを見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へロケット・ランチャーとコンカッシブ・ブラストを合わせる。 次に削った後はジャンプ・ジェットで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,ウィンストンを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へロケット直撃と爆風を残す。,ウィンストンが入った瞬間、味方サポートの体力、ジャンプ・ジェットを使った位置を停止して確認する。,次の試合ではウィンストンを倒すことより、確認、攻撃、退避の順番を崩さない。,ウィンストンのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。
Pharah,Doomfist,接近管理,ドゥームフィストのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「ドゥームフィストのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ドゥームフィストが防御スキルを見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へロケット・ランチャーとコンカッシブ・ブラストを合わせる。 次に削った後はジャンプ・ジェットで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,ドゥームフィストを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へロケット直撃と爆風を残す。,ドゥームフィストが入った瞬間、味方サポートの体力、ジャンプ・ジェットを使った位置を停止して確認する。,次の試合ではドゥームフィストを倒すことより、確認、攻撃、退避の順番を崩さない。,ドゥームフィストのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。
Pharah,Hazard,接近管理,ハザードのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「ハザードのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ハザードが防御スキルを見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へロケット・ランチャーとコンカッシブ・ブラストを合わせる。 次に削った後はジャンプ・ジェットで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,ハザードを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へロケット直撃と爆風を残す。,ハザードが入った瞬間、味方サポートの体力、ジャンプ・ジェットを使った位置を停止して確認する。,次の試合ではハザードを倒すことより、確認、攻撃、退避の順番を崩さない。,ハザードのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。
